,Property Name,Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Floor Num,Total Floor,Property Age,URL,Furnishing,Covered_Parking,Open_Parking,Total Parking,Rating,Power Backup,Facing,Overlooking,Extra_Rooms,NearbyPlaces
1872,Central Park Flower Valley,Sector 33,1.56,2370,3,2,4,6,13,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-2560-sq-ft-r1-spid-U77854605,1,1,1,2,3.7,1,North-East,Club,1,"['Airia Mall', 'NH 248A', 'GD Goenka Signature School', 'K. R. Mangalam University', 'Vardaan Hospital & Trauma Centre']"
1873,Signature Global Park,Sector 36,1.32,1010,3,2,4,3,4,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1439-sq-ft-r1-spid-J78989695,1,1,1,2,3.7,1,North-East,Club,1,"['Airia Mall', 'NH248A', 'K. R. Mangalam University', 'Asian Public School Sohna', 'Sanjivani Hospital', 'Indira Gandhi International Airport']"
1874,Shree Vardhman Victoria,Sector 70,1.68,1562,3,5,3,11,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-r1-spid-B77853857,1,1,0,1,3.6000000000000005,1,North-East,Club,1,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International']"
1875,Shree Vardhman Victoria,Sector 70,1.77,1562,3,5,3,8,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-r1-spid-S78988369,1,1,1,2,3.6000000000000005,1,North-East,Club,2,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International']"
1876,Central Park Flower Valley Cerise Floors,Sector 33,1.65,1417,3,2,4,2,4,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1530-sq-ft-r1-spid-B77854929,1,1,1,2,3.7,1,North-East,Club,1,"['Sector 55-56, Sector 56', 'M3m 65th Avenue Mall', 'Emerald Plaza Mall', 'Omaxe City Centre', 'Airia Mall', 'Basant Valley Global School']"
1877,Central Park Flower Valley Cerise Floors,Sector 33,1.54,1243,3,3,4,3,4,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1342-sq-ft-r1-spid-A77855165,1,1,1,2,3.7,1,North-East,Club,1,"['Sector 55-56, Sector 56', 'M3m 65th Avenue Mall', 'Emerald Plaza Mall', 'Omaxe City Centre', 'Airia Mall', 'Basant Valley Global School']"
1878,M3M The Marina,Sector 68,1.42,1528,3,3,3,12,29,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1650-sq-ft-r1-spid-D77795031,1,1,0,1,3.9,1,North-East,Club,1,"['Airia Mall', 'Southern Peripheral Road', 'Sohna Road', 'Alpine Convent School', 'MKD Hospital', 'Indira Gandhi International Airport']"
1879,Signature Global Park,Sector 36,1.21,830,3,2,4,3,4,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1190-sq-ft-r1-spid-K78989845,1,1,1,2,3.7,1,North-East,Club,1,"['Airia Mall', 'NH248A', 'K. R. Mangalam University', 'Asian Public School Sohna', 'Sanjivani Hospital', 'Indira Gandhi International Airport']"
1880,M3M The Marina,Sector 68,1.56,1435,3,2,3,10,29,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1550-sq-ft-r1-spid-O78988185,1,1,1,2,3.9,1,North-East,Club,1,"['Airia Mall', 'Southern Peripheral Road', 'Sohna Road', 'Alpine Convent School', 'MKD Hospital', 'Indira Gandhi International Airport']"
1881,Shree Vardhman Victoria,Sector 70,1.65,1250,2,2,3,10,18,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1350-sq-ft-r1-spid-P78988427,1,1,1,2,3.6000000000000005,1,North-East,Club,1,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International']"
1882,Shree Vardhman Victoria,Sector 70,1.76,1562,3,5,3,13,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-R80769285,1,1,1,2,3.6000000000000005,1,North-East,Club,3,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International']"
1883,Shree Vardhman Victoria,Sector 70,1.87,1562,3,5,3,10,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-U80769183,1,1,1,2,3.6000000000000005,1,North-East,Club,3,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International']"
1884,Shree Vardhman Victoria,Sector 70,1.84,1562,3,5,3,7,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-K80769003,1,1,1,2,3.6000000000000005,1,North-East,Club,3,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International']"
1885,M3M Natura,Sector 68,1.54,1241,3,2,4,15,21,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-natura-sector-68-gurgaon-1340-sq-ft-spid-D80768927,1,1,1,2,3.86,1,North-East,Club,2,"['Enkays Hospital', 'Ram Krishna Public School', 'Airia Mall', 'Bhondsi Nature Park', 'Lemon Tree Hotel,', 'Aravalli Hill View Point']"
1886,M3M Natura,Sector 68,1.54,1120,3,2,4,7,21,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-natura-sector-68-gurgaon-1430-sq-ft-spid-M80768847,1,1,1,2,3.86,1,North-East,Club,1,"['Enkays Hospital', 'Ram Krishna Public School', 'Airia Mall', 'Bhondsi Nature Park', 'Lemon Tree Hotel,', 'Aravalli Hill View Point']"
1887,Signature Global Park,Sector 36,1.32,1210,3,2,4,4,4,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1439-sq-ft-spid-J80767827,1,1,1,2,3.7,1,North-East,Club,1,"['Airia Mall', 'NH248A', 'K. R. Mangalam University', 'Asian Public School Sohna', 'Sanjivani Hospital', 'Indira Gandhi International Airport']"
1888,Vatika Gurgaon 21,Sector 83,1.56,1560,3,3,4,11,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-gurgaon-21-sector-83-gurgaon-1980-sq-ft-spid-X80767721,1,1,1,2,3.9,1,North-East,Club,1,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Vatika Sector Road', 'Gurgaon - Delhi Expy', 'Dwarka Expy', 'Euro International School, Sec 84']"
1889,Vatika Gurgaon 21,Sector 83,1.55,1540,3,3,4,7,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-gurgaon-21-sector-83-gurgaon-1980-sq-ft-spid-C80767399,1,1,1,2,3.9,1,North-East,Club,2,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Vatika Sector Road', 'Gurgaon - Delhi Expy', 'Dwarka Expy', 'Euro International School, Sec 84']"
1890,Antriksh Heights,Sector 84,1.34,1435,3,2,4,12,19,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1550-sq-ft-spid-O78421859,1,1,1,2,3.8,1,North-East,Club,1,"['Millennium City', 'Sapphire 83', 'NH 48', 'Delhi Public School', 'Dhamma Dipa International', 'Aarvy Healthcare hospital']"
1891,M3M The Marina,Sector 68,1.45,1435,3,2,3,10,29,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1550-sq-ft-spid-Z78421293,1,1,1,2,3.9,1,North-East,Club,1,"['Airia Mall', 'Southern Peripheral Road', 'Sohna Road', 'Alpine Convent School', 'MKD Hospital', 'Indira Gandhi International Airport']"
1892,Central Park Flower Valley Flamingo Floors,Sector 33,1.21,1175,2,2,4,1,2,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1269-sq-ft-spid-Y70231234,0,0,1,1,3.96,1,North-East,Club,0,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
1893,Central Park Flower Valley,Sector 33,1.31,1458,3,3,4,8,13,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-1575-sq-ft-spid-E70230984,0,0,1,1,3.7,1,North-East,Club,1,"['Airia Mall', 'NH 248A', 'GD Goenka Signature School', 'K. R. Mangalam University', 'Vardaan Hospital & Trauma Centre']"
1894,Central Park Flower Valley,Sector 33,1.21,1500,3,2,4,2,13,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-1620-sq-ft-spid-V70230818,0,0,1,1,3.7,1,North-East,Club,1,"['Airia Mall', 'NH 248A', 'GD Goenka Signature School', 'K. R. Mangalam University', 'Vardaan Hospital & Trauma Centre']"
1895,Central Park Flower Valley Cerise Floors,Sector 33,1.1,1162,2,2,3,1,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-33-sohna-gurgaon-1255-sq-ft-spid-P67184398,0,0,1,1,3.86,1,North-East,Club,1,
1896,Central Park Flower Valley Cerise Floors,Sector 33,0.645,1120,2,2,4,2,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1210-sq-ft-spid-T67184332,0,0,1,1,3.7,1,North-East,Club,1,"['Sector 55-56, Sector 56', 'M3m 65th Avenue Mall', 'Emerald Plaza Mall', 'Omaxe City Centre', 'Airia Mall', 'Basant Valley Global School']"
1897,Signature Global Park,Sector 36,0.854,1134,3,2,4,2,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1225-sq-ft-spid-I67184128,1,1,1,2,3.7,1,North-East,Club,1,"['Airia Mall', 'NH248A', 'K. R. Mangalam University', 'Asian Public School Sohna', 'Sanjivani Hospital', 'Indira Gandhi International Airport']"
1898,Signature Global Park,Sector 36,0.895,1068,3,2,4,2,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1153-sq-ft-spid-C67184108,1,1,1,2,3.7,1,North-East,Club,2,"['Airia Mall', 'NH248A', 'K. R. Mangalam University', 'Asian Public School Sohna', 'Sanjivani Hospital', 'Indira Gandhi International Airport']"
1899,MKS County,Sector 2,1.55,1267,3,3,3,4,4,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-mks-county-sector-2-sohna-gurgaon-1368-sq-ft-spid-N83558930,1,1,1,2,3.82,1,North-East,Main Road,0,"['Public Bazar', 'NH248A', 'GD Goenka Signature School', 'N.B.G.S.M College, City Campus', 'Vardaan Hospital & Trauma Centre']"
1900,Smart World Gems,Sector 89,1.26,1107,2,2,2,1,4,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1196-sq-ft-spid-L83530896,0,1,0,1,3.64,1,North-East,Park,1,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
1901,Smart World Gems,Sector 89,1.59,1383,3,3,3,1,4,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-B83530838,0,1,0,1,3.74,1,North-East,Park,1,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
1902,Smart World Gems,Sector 89,1.27,1103,2,2,2,3,4,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1196-sq-ft-spid-J83530302,0,1,0,1,3.62,1,North,Park,2,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
1903,Smart World Gems,Sector 89,1.61,1423,3,3,2,2,4,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-N83530132,0,1,0,1,3.68,1,North-East,Club,2,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
1904,Smart World Gems,Sector 89,1.59,1423,3,3,2,3,4,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-T83530066,0,1,0,1,3.88,1,North,Club,2,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
1905,M3M Heights,Sector 65,3.67,1949,3,4,3,22,48,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-2000-sq-ft-spid-X83525110,1,1,0,1,3.8,1,West,Club,2,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School']"
1906,SS Linden Floors,Sector 84,2.86,2593,4,4,3,1,4,1,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ss-linden-floors-sector-84-gurgaon-2800-sq-ft-r1-spid-A81656540,0,1,0,1,3.88,1,North,Park,1,"['Millennium City Centre Gurugram', 'City Square mall', 'Dwarka Expressway', 'Modern Public School-kherki Daula', 'Agri Business Management Collage']"
1907,DLF Regal Gardens,Sector 90,2.05,1622,3,3,3,8,29,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1752-sq-ft-spid-J82945564,0,1,0,1,3.76,1,North-East,Club,1,"['""SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School""']"
1908,M3M Soulitude,Sector 89,1.52,1383,3,3,3,1,4,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-H81528161,0,1,0,1,3.96,1,North,Club,2,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
1909,Bestech Altura,Sector 79,2.8,1750,3,4,3,5,20,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2150-sq-ft-spid-D83575842,1,1,1,2,3.5,1,North-East,Club,1,"['Sapphire 83 Mall', 'NH -8', 'Golf Course Extension Road', 'Mount Olympus Junior School', 'Amity University Gurugram']"
1910,"Galleria Market, Gurgaon",Sector 28,3.7,2165,4,4,2,3,4,2,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-galleria-market-gurgaon-2100-sq-ft-spid-P83510488,1,2,2,4,3.74,0,North,Club,3,"['Iffco chowk metro station', 'Huda city centre metro station', 'Dlf phase 1 metro station', 'Mg road metro station', 'New Life Church']"
1911,Smart World Gems,Sector 89,1.9,1516,3,2,2,3,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1637-sq-ft-spid-Z83509812,1,1,1,2,3.66,1,North,Club,4,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
1912,M3M Soulitude,Sector 89,1.24,1107,2,2,2,2,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1196-sq-ft-spid-P83508632,1,1,1,2,3.7,1,North,Club,4,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
1913,E-16 DLF,Sector 26,4.25,2372,4,4,3,1,4,2,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-e-dlf-city-phase-1-gurgaon-2300-sq-ft-spid-T83492080,1,2,1,3,3.74,0,North-East,Others,1,"['Sector 42-43 metro station', 'Dlf phase 1 metro station', 'Guru dronacharya metro station', 'Sikandarpur rmrg metro station']"
1914,M3M Soulitude,Sector 89,1.65,1541,3,2,2,3,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-M83479546,2,1,1,2,3.8,1,North,Club,4,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
1915,"DLF Cyber City, Gurgaon",Sector 24,4.25,1995,4,4,2,4,4,2,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-cyber-city-gurgaon-1935-sq-ft-spid-W83413242,1,2,2,4,3.6,0,North,Main Road,0,"['Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Dlf phase 3 metro station', 'Micromax moulsari avenue metro station']"
1916,Emaar Imperial Gardens,Sector 102,2.42,1651,3,4,1,12,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2025-sq-ft-spid-L82786642,1,1,0,1,3.8,1,North-East,Club,1,"['Satya The Hive Mall', 'Gurugram Road', 'Dwarka Expy', 'Gurugram Global Heights School', 'Sunrise University', 'The Signature Super Speciality Hospital']"
1917,DLF New Town Heights,Sector 91,2.1,1787,3,3,2,8,21,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-sector-91-gurgaon-1930-sq-ft-spid-L82735440,1,2,0,2,3.8,1,North,Park,2,"['MG Road Metro Station', 'RHM Public School', 'Sanjeevani Hospital', 'IGI Airport', 'Garhi Harsaru Junction', 'Spaze Business Park']"
1918,Vatika Independent Floors,Sector 82,1.06,840,2,2,2,1,3,2,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-929-sq-ft-spid-S82547426,1,0,1,1,3.8,1,North-West,Main Road,1,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Vivek Model School', 'Hyatt Regency Gurgaon', 'Singhania University, Manesar']"
1919,Vatika Gurgaon 21,Sector 83,1.4,1230,2,2,2,2,18,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vatika-gurgaon-21-sector-83-gurgaon-1245-sq-ft-spid-X82546550,1,1,0,1,3.9,1,North-West,Club,1,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Vatika Sector Road', 'Gurgaon - Delhi Expy', 'Dwarka Expy', 'Euro International School, Sec 84']"
1920,Vatika Independent Floors,Sector 82,1.3,840,2,2,2,0,3,3,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-930-sq-ft-spid-H82545178,1,0,1,1,3.8,1,North-East,Park,1,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Vivek Model School', 'Hyatt Regency Gurgaon', 'Singhania University, Manesar']"
1921,Pareena Coban Residences,Sector 99,2.5,2431,4,4,2,10,20,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-pareena-coban-residences-sector-99a-gurgaon-2358-sq-ft-spid-G82428850,2,3,2,5,3.2,1,Unknown,Club,0,"['Dwarka Expressway', 'MDS Public School', 'SGT University', 'The Care Hospital', 'Indira Gandhi International Airport']"
1922,Pareena Coban Residences,Sector 99,1.7,1598,2,3,2,12,20,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-coban-residences-sector-99a-gurgaon-1550-sq-ft-spid-O82428742,2,2,2,4,3.2,1,Unknown,Park,1,"['Dwarka Expressway', 'MDS Public School', 'SGT University', 'The Care Hospital', 'Indira Gandhi International Airport']"
1923,"Block C Ardee City, Gurgaon",Sector 52,1.8,1753,3,3,2,2,2,4,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-ardee-city-gurgaon-1700-sq-ft-spid-K83634644,1,0,1,1,3.86,0,North-East,Park,0,"['Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Axis bank ATM']"
1924,"South City 2, Gurgaon",Sector 49,1.42,1031,2,2,4,1,2,3,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-1000-sq-ft-spid-Y83623808,1,1,1,2,3.96,0,Unknown,Park,0,"['Raheja Mall', 'Standard chartered ATM', 'Icici bank ATM', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Vishesh Dental']"
1925,Vatika Xpressions,Sector 88,1.9,1350,3,3,3,1,3,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-xpressions-sector-88b-gurgaon-1550-sq-ft-spid-S83573116,0,1,1,2,3.7,1,North,Club,3,"['Dwarka Expressway', 'Adarsh public school,Garhi Harsaru', 'Excellere World School', 'PHC Garhi Harsaru', 'Aman Hospital & Surgical Centre']"
1926,"B Block Sushant Lok Phase 1, Gurgaon",Sector 43,3.9,2681,4,4,3,3,4,2,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2600-sq-ft-spid-J83537318,1,2,0,2,3.92,1,North-West,Main Road,1,"['Iffco chowk metro station', 'Huda city centre metro station', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Rbs ATM']"
1927,Luxury Builder Floor In Sushant Lok 1,Sector 43,3.3,2598,4,4,2,1,4,1,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-sushant-lok-1-sushant-lok-phase-1-gurgaon-2520-sq-ft-spid-D83518140,1,2,0,2,3.62,1,North,Main Road,2,
1928,"Block J, Mayfield Garden, Gurgaon",Sector 51,1.58,1237,2,2,2,1,2,4,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-block-j-mayfield-garden-gurgaon-1200-sq-ft-spid-C83514066,1,0,1,1,3.86,0,North-East,Main Road,1,"['Raheja Mall', 'Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Icici bank ATM', 'Meher Clinic', 'Vatsalya Clinic']"
1929,Today Princeton Floors,Sector 51,2.2,1237,3,3,2,0,2,4,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-today-princeton-floors-sector-51-gurgaon-1200-sq-ft-spid-L83492212,1,0,1,1,3.68,0,North-East,Main Road,0,"['Radhakrishna Shani Mandir', 'Axis bank ATM', 'State bank of india ATM', 'Standard chartered ATM', 'Standard chartered ATM']"
1930,"Block J, Mayfield Garden, Gurgaon",Sector 51,1.58,1893,2,2,2,1,2,3,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-block-j-mayfield-garden-gurgaon-1836-sq-ft-spid-H83481254,0,0,1,1,3.74,0,North,Main Road,0,"['Raheja Mall', 'Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Icici bank ATM', 'Meher Clinic', 'Vatsalya Clinic']"
1931,"Mayfield Garden, Gurgaon",Sector 51,2.4,2784,3,3,3,2,2,3,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-mayfield-garden-gurgaon-2700-sq-ft-spid-S83433638,1,1,1,2,3.72,0,North-East,Lake facing,0,"['Raheja Mall', 'Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Icici bank ATM', 'Meher Clinic', 'Bones Clinic - Orthopaedics']"
